Date,Agency,SubAgency,RIN,FRDOC,SignatureDate,SignatoryName,SignatoryTitle,ImportantDates,Addresses,ContactforFurtherInfo,SubjectList,Agency2,Action,Summary
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">FEDERAL TRADE COMMISSION</AGENCY>
",None,"<RIN>[RIN 3084-AB23]</RIN>
","<FRDOC>[FR Doc. 2010-24220 Filed 9-27-10; 8:45 am]</FRDOC>
",None,"<NAME>Donald S. Clark,</NAME>
","<TITLE>Secretary.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Copies of this document are available from: Public Reference Branch, Room 130, Federal Trade Commission, 600 Pennsylvania Avenue, N.W., Washington, DC 20580. Copies of this document are also available on the Internet at the Commission’s website: (<E T=""03"">http://www.ftc.gov</E>).</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Shira Modell, (202) 326-3116, Attorney, Division of Advertising Practices, Bureau of Consumer Protection, Federal Trade Commission, 600 Pennsylvania Avenue, N.W., Washington, D.C., 20580.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 16 CFR Part 307</HD>
 <P>Advertising, Labeling Smokeless Tobacco, Tobacco, Trade Practices.</P>
 </LSTSUB>
","['', '<P>Federal Trade Commission.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Federal Trade Commission (\xe2\x80\x9cFTC\xe2\x80\x9d or \xe2\x80\x9cCommission\xe2\x80\x9d) is rescinding its smokeless tobacco regulations. Recent legislation transferred the FTC\xe2\x80\x99s authority for those regulations to the Secretary of the Department of Health and Human Services (\xe2\x80\x9cDHHS\xe2\x80\x9d). DHHS will now review and approve rotational warning plans for these products.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-24254 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 21, 2010.</DATED>
","<NAME>Bernadette Dunham,</NAME>
","<TITLE>Director, Center for Veterinary Medicine.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Melanie R. Berson, Center for Veterinary Medicine (HFV-110), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8337, email:<E T=""03"">melanie.berson@fda.hhs.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 21 CFR Part 522</HD>
 <P>Animal drugs.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an original new animal drug application (NADA) filed by Merial Ltd. The NADA provides for the veterinary prescription use of firocoxib injectable solution in horses for the control of pain and inflammation associated with osteoarthritis.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-23638 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 16, 2010.</DATED>
","<NAME>Leslie Kux,</NAME>
","<TITLE>Acting Assistant Commissioner for Policy.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Scott McFarland, Center for Devices and Radiological Health, Food and Drug Administration, 10903 New Hampshire Ave., Bldg. 66, rm. 5543, Silver Spring, MD 20993-0002, 301-796-6217.</P>
 </FURINF>
",None,"['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Direct final rule; confirmation of effective date.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is confirming the effective date of December 7, 2009, for the direct final rule that appeared in the<E T=""04"">Federal Register</E>of August 25, 2009 (74 FR 42773). The direct final rule corrects the regulation classifying herpes simplex virus (HSV) serological assays by removing the reference to HSV serological assays other than type 1 and type 2. This document confirms the effective date of the direct final rule.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF THE TREASURY</AGENCY>
","<SUBAGY>Office of Foreign Assets Control</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-24211 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 22, 2010.</DATED>
","<NAME>Adam J. Szubin,</NAME>
","<TITLE>Director, Office of Foreign Assets Control.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>
 <E T=""03"">Effective Date:</E>September 29, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Assistant Director for Compliance, Outreach &amp; Implementation, tel.: 202/622-2490, Assistant Director for Licensing, tel.: 202/622-2480, Assistant Director for Policy, tel.: 202/622-4855, Office of Foreign Assets Control, or Chief Counsel (Foreign Assets Control), tel.: 202/622-2410, Office of the General Counsel, Department of the Treasury (not toll free numbers).</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 31 CFR Part 560</HD>
 <P>Administrative practice and procedure, Banks, Banking, Brokers, Foreign trade, Investments, Loans, Securities, Iran.</P>
 </LSTSUB>
","['', '<P>Office of Foreign Assets Control, Treasury.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>The Department of the Treasury's Office of Foreign Assets Control (\xe2\x80\x9cOFAC\xe2\x80\x9d) is amending the Iranian Transactions Regulations in the Code of Federal Regulations to remove general licenses authorizing the importation into the United States of, and dealings in, certain foodstuffs and carpets of Iranian origin and related services, and to implement the import and export prohibitions in section 103 of the Comprehensive Iran Sanctions, Accountability, and Divestment Act of 2010.</P>\n""]"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF DEFENSE</AGENCY>
","<SUBAGY>Department of the Air Force</SUBAGY>
","<RIN>RIN 0701-AA74</RIN>
","<FRDOC>[FR Doc. 2010-24118 Filed 9-27-10; 8:45 am]</FRDOC>
",None,"<NAME>Bao-Anh Trinh,</NAME>
","<TITLE>Air Force Federal Register Liaison Officer.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Mr Algie Walker Jr. at (240) 857-5380,<E T=""03"">al.walker@afncr.af.mil.</E>
 </P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 32 CFR Part 865</HD>
 <P>Administrative practices and procedures, Military personnel, Records.</P>
 </LSTSUB>
","['', '<P>Department of the Air Force, DoD.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Department of the Air Force is amending its regulations concerning the Air Force Board for Correction of Military Records. The regulations being revised establish procedures for the consideration of applications for the correction of military records and provides guidance to applicants and others interested in the process. This revision incorporates format changes and clarifies various minor provisions of the subpart.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA93</RIN>
","<FRDOC>[FR Doc. 2010-24221 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 20, 2010.</DATED>
","<NAME>Kevin S. Cook,</NAME>
","<TITLE>Rear Admiral, U.S. Coast Guard, Director of Prevention Policy.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This final rule is effective October 28, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Comments and material received from the public, as well as documents mentioned in this preamble as being available in the docket, are a part of docket USCG-2004-19963 and are available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays. You may also find this docket on the Internet by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2004-19963 in the “Keyword” box, and then clicking “Search.”</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this rule, call or e-mail Lieutenant Sharmine Jones, Office of Vessel Activities, Coast Guard; telephone 202-372-1234, e-mail<E T=""03"">Sharmine.N.Jones@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects</HD>
 <CFR>33 CFR Part 104</CFR>
 <P>Maritime security, Reporting and recordkeeping requirements, Security measures, Vessels.</P>
 <CFR>33 CFR Part 105</CFR>
 <P>Maritime security, Reporting and recordkeeping requirements, Security measures.</P>
 <CFR>33 CFR Part 160</CFR>
 <P>Administrative practice and procedure, Harbors, Hazardous materials transportation, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Vessels, Waterways.</P>
 </LSTSUB>
","['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Coast Guard is adopting, with changes, an interim rule published December 16, 2005, regarding certain dangerous cargo (CDC) and notice of arrival requirements. The interim rule defined certain dangerous cargo residue (CDC residue) as limited to certain dry cargo and made other changes to regulations in 33 CFR parts 104, 105, and 160. After reviewing comments on the interim rule, the Coast Guard issued a notice of proposed rulemaking in 2009 that proposed to change the CDC residue definition to include certain bulk liquids and liquefied gases in residue quantities, revise the definition of CDC to reflect the proposed change in the CDC residue definition, and adopt other changes introduced by the 2005 interim rule. This final rule will relieve an unnecessary burden on industry by including more lower-risk cargoes in the CDC residue category and thereby reducing the number of notice of arrival submissions required based on the cargo a vessel is carrying.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA00</RIN>
","<FRDOC>[FR Doc. 2010-24237 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 16, 2010.</DATED>
","<NAME>Michael Gardiner,</NAME>
","<TITLE>Captain, U.S. Coast Guard, Captain of the Port, Lower Mississippi River.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents indicated in this preamble as being available in the docket are part of docket USCG-2010-0872 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0872 in the “Keyword” box, and then clicking “Search.” They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this temporary rule, call or e-mail Lieutenant Junior Grade Jason Erickson, Coast Guard; telephone 901-521-4753, e-mail<E T=""03"">Jason.A.Erickson@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 33 CFR Part 165</HD>
 <P>Harbors, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Security measures, Waterways.</P>
 </LSTSUB>
","['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Temporary final rule.</P>\n']","['', '<P>The Coast Guard is establishing a temporary safety zone for all waters of the Lower Mississippi River from mile marker 365.5 to 363 extending the entire width of the river. This safety zone is needed to protect persons and vessels from the potential safety hazards associated with a fireworks display. Entry into this zone is prohibited to all vessels, mariners, and persons unless specifically authorized by the Captain of the Port (COTP) Lower Mississippi River or a designated representative. The COTP Lower Mississippi River or a designated representative must authorize vessels that desire to operate in this zone.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">ENVIRONMENTAL PROTECTION AGENCY</AGENCY>
",None,"<RIN>RIN 2060-AQ35</RIN>
","<FRDOC>[FR Doc. 2010-24310 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 22, 2010.</DATED>
","<NAME>Lisa P. Jackson,</NAME>
","<TITLE>Administrator.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This final rule is effective on September 28, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>EPA has established a docket for this action under Docket ID No. EPA-HQ-OAR-2010-0133. All documents in the docket are listed on the<E T=""03"">http://www.regulations.gov</E>web site. Although listed in the index, some information is not publicly available, e.g., confidential business information (CBI) or other information whose disclosure is restricted by statute. Certain other material, such as copyrighted material, is not placed on the Internet and will be publicly available only in hard copy form. Publicly available docket materials are available either electronically through<E T=""03"">http://www.regulations.gov</E>or in hard copy at the Air and Radiation Docket and Information Center, EPA/DC, EPA West, Room 3334, 1301 Constitution Ave., NW., Washington, DC 20004. The Public Reading Room is open from 8:30 a.m. to 4:30 p.m., Monday through Friday, excluding legal holidays. The telephone number for the Public Reading Room is (202) 566-1744, and the telephone number for the Air Docket is (202) 566-1742.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Doris Wu, Office of Transportation and Air Quality, Transportation and Climate Division, Environmental Protection Agency, 2000 Traverwood Drive, Ann Arbor, MI 48105; telephone number: 734-214-4923; fax number: 734-214-4958; e-mail address:<E T=""03"">wu.doris@epa.gov.</E>
 </P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 40 CFR Part 80</HD>
 <P>Environmental protection, Administrative practice and procedure, Agriculture, Air pollution control, Confidential business information, Diesel fuel, Energy, Forest and forest products, Fuel additives, Gasoline, Imports, Labeling, Motor vehicle pollution, Penalties, Petroleum, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Environmental Protection Agency (EPA).</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>On March 26, 2010, the Environmental Protection Agency published final changes to the Renewable Fuel Standard (RFS) program as required by the Energy Independence and Security Act (EISA) of 2007. In the preamble to the final rule, EPA indicated that it had not completed the lifecycle greenhouse gas (GHG) emissions impact analysis for several specific biofuel production pathways but that this work would be completed through a supplemental final rulemaking process. This supplemental final rule describes a final GHG analysis for canola oil biodiesel. It also finalizes our regulatory determination that canola oil biodiesel meets the biomass-based diesel and advanced biofuel GHG reduction thresholds of 50% as compared to the baseline petroleum fuel it will replace, petroleum diesel. This final rules will allow producers or importers of canola oil biodiesel fuel to generate biomass-based diesel Renewable Identification Numbers (RINs), providing that the fuel meets other definitional criteria for renewable fuel (e.g., produced from renewable biomass as defined in the RFS2 regulations, and used to reduce or replace petroleum-based transportation fuel, heating oil or jet fuel). In addition, this rule includes a new regulatory provision establishing a temporary and limited means for producers or importers of canola oil biodiesel to generate RINs for qualifying biofuel produced or imported between July 1, 2010, and the effective date of this rule.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Federal Emergency Management Agency</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-24326 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 21, 2010.</DATED>
","<NAME>Edward L. Connor,</NAME>
","<TITLE>Acting Federal Insurance and Mitigation Administrator, Department of Homeland Security, Federal Emergency Management Agency.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>The final BFEs for each community are available for inspection at the office of the Chief Executive Officer of each community. The respective addresses are listed in the table below.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Roy E. Wright, Deputy Director, Risk Analysis Division, Federal Insurance and Mitigation Administration, Federal Emergency Management Agency, 500 C Street, SW., Washington, DC 20472, (202) 646-3461, or (e-mail)<E T=""03"">roy.e.wright@dhs.gov.</E>
 </P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 44 CFR Part 67</HD>
 <P>Administrative practice and procedure, Flood insurance, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Federal Emergency Management Agency, DHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>Base (1% annual-chance) Flood Elevations (BFEs) and modified BFEs are made final for the communities listed below. The BFEs and modified BFEs are the basis for the floodplain management measures that each community is required either to adopt or to show evidence of being already in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP).</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">FEDERAL COMMUNICATIONS COMMISSION</AGENCY>
",None,None,"<FRDOC>[FR Doc. 2010-24203 Filed 9-27-10; 8:45 am]</FRDOC>
",None,"<NAME>Marlene H. Dortch,</NAME>
","<TITLE>Secretary, Federal Communications Commission.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective September 28, 2010, the following regulations are no longer pending OMB approval for the sections listed:</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Shirley Suggs, (202) 418-1568, Media Bureau.</P>
 </FURINF>
",None,"['', '<P>Federal Communications Commission.</P>\n']","['', '<P>Final rule; clarification.</P>\n']","['', '<P>The Federal Communications Commission has published a number of requirements related to Radio Broadcast Services and Multichannel Video and Cable Television Service, which were determined to contain information collection requirements that were subject to OMB review. After further review, we have found OMB approval is not required. This document intends to provide clarification that these rules are effective and that it has been determined that these provisions are not subject to OMB review.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF THE INTERIOR</AGENCY>
","<SUBAGY>Fish and Wildlife Service</SUBAGY>
","<RIN>RIN 1018-AV60</RIN>
","<FRDOC>[FR Doc. 2010-24338 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 9, 2010.</DATED>
","<NAME>Paul R. Schmidt,</NAME>
","<TITLE>Acting Director, U.S. Fish and Wildlife Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This rule becomes effective October 29, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>This final rule is available on the Internet at<E T=""03"">http://www.regulations.gov</E>and comments and materials received, as well as supporting documentation used in the preparation of this rule, will be available for public inspection, by appointment, during normal business hours at: U.S. Fish and Wildlife Service, 4401 N. Fairfax Drive, Suite 400, Arlington, VA 22203.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Janine Van Norman, Chief, Branch of<PRTPAGE P=""59646""/>Foreign Species, Endangered Species Program, U.S. Fish and Wildlife Service, 4401 North Fairfax Drive, Room 420, Arlington, VA 22203; telephone 703-358-2171; facsimile 703-358-1735. If you use a telecommunications device for the deaf (TDD), call the Federal Information Relay Service (FIRS) at 800-877-8339.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 50 CFR Part 17</HD>
 <P>Endangered and threatened species, Exports, Imports, Reporting and recordkeeping requirements, Transportation.</P>
 </LSTSUB>
","['', '<P>Fish and Wildlife Service, Interior.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>We, the U.S. Fish and Wildlife Service, determine endangered status for the African penguin (<E T=""03"">Spheniscus demersus</E>) under the Endangered Species Act of 1973, as amended. This final rule implements the Federal protections provided by the Act for this species.</P>\n']"
FR-2010-09-28.xml,"<AGENCY TYPE=""S"">SECURITIES AND EXCHANGE COMMISSION</AGENCY>
",None,None,"<FRDOC>[FR Doc. 2010-23744 Filed 9-27-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 17, 2010.</DATED>
","<NAME>Elizabeth M. Murphy,</NAME>
","<TITLE>Secretary.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>
 <E T=""03"">Effective Date:</E>September 28, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Questions about specific filings should be directed to staff members responsible for reviewing the documents the registrant files with the Commission. For general questions about this release, contact Christina L. Padden, Attorney Fellow in the Office of Rulemaking, at (202) 551-3430 or Stephanie L. Hunsaker, Associate Chief Accountant, at (202) 551-3400, in the Division of Corporation Finance; or Wesley R. Bricker, Professional Accounting Fellow, Office of the Chief Accountant at (202) 551-5300; U.S. Securities and Exchange Commission, 100 F Street, NE., Washington, DC 20549.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 17 CFR Parts 211, 231 and 241</HD>
 <P>Securities.</P>
 </LSTSUB>
","['', '<P>Securities and Exchange Commission.</P>\n']","['', '<P>Interpretation.</P>\n']","['', ""<P>We are providing interpretive guidance that is intended to improve discussion of liquidity and capital resources in Management's Discussion and Analysis of Financial Condition and Results of Operations in order to facilitate understanding by investors of the liquidity and funding risks facing the registrant.</P>\n""]"
FR-2010-09-29.xml,"<AGENCY TYPE=""F"">DEPARTMENT OF AGRICULTURE</AGENCY>
","<SUBAGY>Rural Utilities Service</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-24420 Filed 9-28-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 23, 2010.</DATED>
","<NAME>Jonathan Adelstein,</NAME>
","<TITLE>Administrator, Rural Utilities Service.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Norberto Esteves, Chair, Technical Standards Committee “A” (Telecommunications), Advanced Services Division, Telecommunications Program, USDA-Rural Utilities Service, STOP 1550, Washington, DC 20250-1550.<E T=""03"">Telephone:</E>(202) 720-0699;<E T=""03"">Fax:</E>(202) 205-2924;<E T=""03"">e-mail: norberto.esteves@wdc.usda.gov.</E>
 </P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 7 CFR Part 1755</HD>
 <P>Incorporation by reference, Loan programs—communications, Reporting and recordkeeping requirements, Rural areas, Telephone.</P>
 </LSTSUB>
","['', '<P>Rural Utilities Service, USDA.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Rural Utilities Service (RUS) is amending its regulations on Telecommunications Policies on Specifications, Acceptable Materials, and Standard Contract Forms, by revising RUS Bulletin 1753F-150, Specifications and Drawings for Construction of Direct Buried Plant (Form 515a). The revised specifications will include new construction units for Fiber-to-the-Home, remove redundant or outdated requirements, and simplify the specifications format.</P>\n']"
FR-2010-09-29.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-24113 Filed 9-28-10; 8:45 am]</FRDOC>
","<DATED>Issued in College Park, Georgia, on September 17, 2010.</DATED>
","<NAME>Myron A. Jenkins,</NAME>
","<TITLE>Acting Manager, Operations Support Group, Eastern Service Center, Air Traffic Organization.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Melinda Giddens, Operations Support Group, Eastern Service Center, Federal Aviation Administration, P.O. Box 20636, Atlanta, Georgia 30320; telephone (404) 305-5610.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">Lists of Subjects in 14 CFR Part 71</HD>
 <P>Airspace, Incorporation by reference, Navigation (Air).</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), DOT.</P>\n']","['', '<P>Final rule, technical amendment.</P>\n']","['', '<P>This action amends Class E airspace at Johnston County Airport, Smithfield, NC, by correcting an omission of the geographic coordinates of the Area Navigation (RNAV) Global Positioning System (GPS) Special Standard Instrument Approach Procedure (SIAP) serving the Johnston Memorial Hospital to aid in the navigation of our National Airspace System.</P>\n']"
FR-2010-09-29.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
","<RIN>RIN 0910-AG13</RIN>
","<FRDOC>[FR Doc. 2010-24296 Filed 9-28-10; 8:45 am]</FRDOC>
","<DATED>Dated: September 23, 2010.</DATED>
","<NAME>Leslie Kux,</NAME>
","<TITLE>Acting Assistant Commissioner for Policy.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This rule is effective March 28, 2011.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P SOURCE=""NPAR"">
 <E T=""03"">For information on IND safety reporting for human drug products</E>: Janet Norden, Center for Drug Evaluation and Research, Food and Drug Administration, 10903 New Hampshire Ave., Bldg. 51, rm. 6324, Silver Spring, MD 20993-0002, 301-796-2500.</P>
 <P>
 <E T=""03"">For information on IND safety reporting for human biological products</E>: Laura Rich, Center for Biologics Evaluation and Research, Food and Drug Administration,1401 Rockville Pike, suite 200N, Rockville, MD 20852-1448, 301-827-6210.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects</HD>
 <CFR>21 CFR Part 312</CFR>
 <P>Drugs, Exports, Imports, Investigations, Labeling, Medical research, Reporting and recordkeeping requirements, Safety.</P>
 <CFR>21 CFR Part 320</CFR>
 <P>Drugs, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>The Food and Drug Administration (FDA) is amending its regulations governing safety reporting requirements for human drug and biological products subject to an investigational new drug application (IND). The final rule codifies the agency's expectations for timely review, evaluation, and submission of relevant and useful safety information and implements internationally harmonized definitions and reporting standards. The revisions will improve the utility of IND safety reports, reduce the number of reports that do not contribute in a meaningful way to the developing safety profile of the drug, expedite FDA's review of critical safety information, better protect human subjects enrolled in clinical trials, subject bioavailability and bioequivalence studies to safety reporting requirements, promote a consistent approach to safety reporting internationally, and enable the agency to better protect and promote public health.</P>\n""]"
